DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm,DO_mgL,Flag_DO_mgL,pH,Flag_pH,Turb_FNU,Flag_Turb_FNU
2022-02-01 15:00,6.0,A,187.0,A,12.1,A,7.6,A,8.6,A
2022-02-01 16:00,6.0,A,187.5,A,12.3,A,7.675,A,7.95,A
2022-02-01 17:00,6.15,A,191.25,A,12.6,A,7.7,A,,
2022-02-01 18:00,6.300000000000002,A,192.5,A,12.975,A,7.775,A,9.8,A
2022-02-01 19:00,6.525,A,193.5,A,13.425,A,7.9,A,7.7666666666666675,A
2022-02-01 20:00,6.75,A,198.0,A,13.825,A,8.05,A,7.175,A
2022-02-01 21:00,6.95,A,192.5,A,14.15,A,8.149999999999999,A,5.525,A
2022-02-01 22:00,7.1,A,192.25,A,14.275,A,8.225,A,4.199999999999998,A
2022-02-01 23:00,7.2,A,193.75,A,14.3,A,8.2,A,4.325,A
2022-02-02 00:00,7.225,A,191.0,A,14.075,A,8.2,A,4.225,A
2022-02-02 01:00,7.3,A,188.0,A,13.7,A,8.174999999999999,A,3.825,A
2022-02-02 02:00,7.3,A,187.0,A,13.3,A,8.1,A,3.375,A
2022-02-02 03:00,7.3,A,186.5,A,12.9,A,7.975,A,3.3666666666666667,A
2022-02-02 04:00,7.3,A,187.0,A,12.675,A,7.9,A,4.475,A
2022-02-02 05:00,7.3,A,187.0,A,12.475,A,7.825,A,4.7250000000000005,A
2022-02-02 06:00,7.375,A,187.75,A,12.275000000000002,A,7.8,A,5.4750000000000005,A
2022-02-02 07:00,7.425000000000002,A,190.5,A,12.075,A,7.8,A,6.25,A
2022-02-02 08:00,7.5,A,202.75,A,11.925,A,7.75,A,7.366666666666667,A
2022-02-02 09:00,7.5,A,203.75,A,11.775000000000002,A,7.725,A,6.633333333333333,A
2022-02-02 10:00,7.475,A,191.25,A,11.65,A,7.7,A,6.300000000000002,A
2022-02-02 11:00,7.4,A,187.75,A,11.525,A,7.65,A,6.275,A
2022-02-02 12:00,7.3,A,189.33333333333331,A,11.4,A,7.625,A,6.7666666666666675,A
2022-02-02 13:00,7.074999999999998,A,188.5,A,11.3,A,7.6,A,6.4,A
2022-02-02 14:00,6.975,A,188.0,A,11.225,A,7.6,A,5.65,A
2022-02-02 15:00,6.825,A,187.5,A,11.3,A,7.6,A,5.1,A
2022-02-02 16:00,6.725,A,187.25,A,11.5,A,7.6,A,4.85,A
2022-02-02 17:00,6.65,A,186.75,A,11.85,A,7.649999999999999,A,4.4,A
2022-02-02 18:00,6.55,A,186.5,A,12.2,A,7.75,A,4.45,A
2022-02-02 19:00,6.425000000000002,A,186.0,A,12.6,A,7.8,A,4.225,A
2022-02-02 20:00,6.325,A,186.0,A,12.875,A,7.9,A,4.85,A
2022-02-02 21:00,6.225,A,186.0,A,13.05,A,8.0,A,4.85,A
2022-02-02 22:00,6.125,A,186.0,A,13.175,A,8.0,A,4.85,A
2022-02-02 23:00,6.0,A,186.0,A,13.125,A,8.025,A,4.975,A
2022-02-03 00:00,5.875000000000001,A,186.25,A,12.9,A,8.0,A,5.3,A
2022-02-03 01:00,5.75,A,187.0,A,12.675,A,7.949999999999998,A,5.275,A
2022-02-03 02:00,5.574999999999998,A,187.0,A,12.45,A,7.9,A,5.4750000000000005,A
2022-02-03 03:00,5.3500000000000005,A,187.0,A,12.3,A,7.8,A,6.1000000000000005,A
2022-02-03 04:00,5.025,A,187.0,A,12.2,A,7.8,A,6.199999999999998,A
2022-02-03 05:00,4.65,A,187.0,A,12.125,A,7.8,A,6.675000000000002,A
2022-02-03 06:00,4.35,A,187.0,A,12.1,A,7.775,A,7.15,A
2022-02-03 07:00,4.0,A,186.5,A,12.1,A,7.7,A,7.325,A
2022-02-03 08:00,3.75,A,186.25,A,12.1,A,7.7,A,7.65,A
2022-02-03 09:00,3.45,A,186.0,A,12.1,A,7.7,A,7.875,A
2022-02-03 10:00,3.2,A,186.75,A,12.1,A,7.7,A,8.075,A
2022-02-03 11:00,3.05,A,187.0,A,12.1,A,7.7,A,8.025,A
2022-02-03 12:00,2.9250000000000003,A,187.0,A,12.1,A,7.675000000000002,A,8.2,A
2022-02-03 13:00,2.8,A,187.5,A,12.1,A,7.65,A,,
2022-02-03 14:00,2.8,A,188.0,A,12.15,A,7.624999999999999,A,,
2022-02-03 15:00,2.725,A,187.5,A,12.325,A,7.675,A,,
2022-02-03 16:00,2.7,A,187.0,A,12.725,A,7.725,A,,
2022-02-03 17:00,2.7,A,187.0,A,13.15,A,7.8,A,,
2022-02-03 18:00,2.7,A,186.25,A,13.55,A,7.875,A,,
2022-02-03 19:00,2.7,A,185.75,A,13.9,A,7.975,A,,
2022-02-03 20:00,2.625,A,185.0,A,14.275,A,8.100000000000001,A,,
2022-02-03 21:00,2.675,A,184.5,A,14.475,A,8.149999999999999,A,,
2022-02-03 22:00,2.7,A,184.0,A,14.675,A,8.225,A,,
2022-02-03 23:00,2.7,A,184.0,A,14.7,A,8.3,A,,
2022-02-04 00:00,2.625,A,184.0,A,14.65,A,8.3,A,,
2022-02-04 01:00,2.6,A,184.0,A,14.35,A,8.225,A,,
2022-02-04 02:00,2.55,A,184.5,A,14.05,A,8.174999999999999,A,,
2022-02-04 03:00,2.5,A,185.0,A,13.825,A,8.1,A,,
2022-02-04 04:00,2.5,A,185.0,A,13.675,A,8.025,A,,
2022-02-04 05:00,2.5,A,185.0,A,13.5,A,8.0,A,,
2022-02-04 06:00,2.5,A,185.0,A,13.425,A,8.0,A,,
2022-02-04 07:00,2.45,A,185.25,A,13.325,A,7.9,A,,
2022-02-04 08:00,2.4,A,185.0,A,13.25,A,7.9,A,,
2022-02-04 09:00,2.275,A,186.0,A,13.2,A,7.85,A,,
2022-02-04 10:00,2.1750000000000003,A,186.0,A,13.1,A,7.8,A,,
2022-02-04 11:00,2.1,A,186.0,A,13.0,A,7.75,A,,
2022-02-04 12:00,2.025,A,186.0,A,12.925,A,7.7,A,,
2022-02-04 13:00,1.95,A,186.0,A,12.9,A,7.7,A,,
2022-02-04 14:00,1.85,A,186.5,A,12.925,A,7.6,A,,
2022-02-04 15:00,1.9,A,186.25,A,13.125,A,7.7,A,,
2022-02-04 16:00,2.0,A,186.0,A,13.4,A,7.7,A,,
2022-02-04 17:00,2.0,A,186.0,A,13.45,A,7.7,A,,
2022-02-04 18:00,2.025,A,186.75,A,13.625,A,7.7,A,,
2022-02-04 19:00,2.175,A,185.75,A,13.925,A,7.775,A,,
2022-02-04 20:00,2.575,A,183.0,A,14.599999999999998,A,7.975,A,,
2022-02-04 21:00,3.0,A,180.5,A,14.975,A,8.125,A,,
2022-02-04 22:00,3.2500000000000004,A,180.0,A,15.075,A,8.2,A,,
2022-02-04 23:00,3.4,A,179.0,A,15.1,A,8.2,A,,
2022-02-05 00:00,3.375,A,178.5,A,15.075,A,8.225,A,,
2022-02-05 01:00,3.125,A,175.75,A,14.750000000000002,A,8.2,A,,
2022-02-05 02:00,2.9000000000000004,A,175.25,A,14.425,A,8.125,A,,
2022-02-05 03:00,2.75,A,173.75,A,14.15,A,8.0,A,,
2022-02-05 04:00,2.6,A,172.75,A,13.975,A,7.949999999999998,A,,
2022-02-05 05:00,2.45,A,171.5,A,13.775000000000002,A,7.9,A,,
2022-02-05 06:00,2.325,A,171.0,A,13.675,A,7.8,A,,
2022-02-05 07:00,2.15,A,170.0,A,13.6,A,7.774999999999999,A,,
2022-02-05 08:00,2.025,A,169.75,A,13.5,A,7.775,A,,
2022-02-05 09:00,1.875,A,169.25,A,13.425,A,7.7,A,,
2022-02-05 10:00,1.725,A,168.5,A,13.325,A,7.675,A,,
2022-02-05 11:00,1.55,A,168.0,A,13.275000000000002,A,7.6,A,,
2022-02-05 12:00,1.4249999999999998,A,168.0,A,13.225,A,7.6,A,,
2022-02-05 13:00,1.3,A,168.0,A,13.2,A,7.6,A,,
2022-02-05 14:00,1.225,A,168.0,A,13.25,A,7.6,A,,
2022-02-05 15:00,1.2,A,167.5,A,13.4,A,7.6,A,,
2022-02-05 16:00,1.3,A,167.25,A,13.65,A,7.6,A,,
2022-02-05 17:00,1.4249999999999998,A,168.0,A,13.8,A,7.675,A,,
2022-02-05 18:00,1.6,A,167.75,A,13.975,A,7.7,A,,
2022-02-05 19:00,1.825,A,167.0,A,14.525,A,7.824999999999998,A,,
2022-02-05 20:00,2.325,A,166.0,A,14.9,A,7.975,A,,
2022-02-05 21:00,2.925,A,166.0,A,15.1,A,8.05,A,,
2022-02-05 22:00,3.45,A,165.75,A,15.2,A,8.149999999999999,A,,
2022-02-05 23:00,3.775,A,165.5,A,15.125,A,8.2,A,,
2022-02-06 00:00,3.75,A,165.25,A,15.05,A,8.225,A,,
2022-02-06 01:00,3.6,A,166.25,A,14.8,A,8.174999999999999,A,,
2022-02-06 02:00,3.45,A,167.5,A,14.45,A,8.075,A,,
2022-02-06 03:00,3.325,A,167.75,A,14.15,A,8.025,A,,
2022-02-06 04:00,3.2,A,168.5,A,13.925,A,7.9,A,,
2022-02-06 05:00,3.1,A,168.5,A,13.7,A,7.85,A,,
2022-02-06 06:00,3.0,A,169.5,A,13.575,A,7.8,A,,
2022-02-06 07:00,2.9250000000000003,A,169.75,A,13.425,A,7.75,A,,
2022-02-06 08:00,2.8,A,170.0,A,13.3,A,7.7,A,,
2022-02-06 09:00,2.65,A,170.5,A,13.2,A,7.7,A,,
2022-02-06 10:00,2.525,A,170.25,A,13.1,A,7.675000000000002,A,,
2022-02-06 11:00,2.4250000000000003,A,170.25,A,13.0,A,7.65,A,,
2022-02-06 12:00,2.3,A,171.0,A,12.925,A,7.6,A,,
2022-02-06 13:00,2.15,A,171.0,A,12.9,A,7.6,A,,
2022-02-06 14:00,2.1,A,171.25,A,12.925,A,7.6,A,,
2022-02-06 15:00,2.125,A,172.25,A,13.15,A,7.6,A,,
