DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm,DO_mgL,Flag_DO_mgL,pH,Flag_pH
2018-06-28 18:00,23.83333333333333,A,522.6666666666666,A,8.566666666666668,A,8.0,A
2018-06-28 19:00,24.1,A,522.0,A,8.5,A,8.0,A
2018-06-28 20:00,24.575,A,521.0,A,8.5,A,8.0,A
2018-06-28 21:00,24.85,A,519.5,A,8.375,A,8.0,A
2018-06-28 22:00,25.0,A,518.0,A,8.15,A,8.0,A
2018-06-28 23:00,25.0,A,518.25,A,7.9,A,8.0,A
2018-06-29 00:00,24.85,A,519.25,A,7.65,A,8.0,A
2018-06-29 01:00,24.700000000000006,A,519.5,A,7.449999999999998,A,7.9,A
2018-06-29 02:00,24.55,A,518.5,A,7.274999999999999,A,7.9,A
2018-06-29 03:00,24.425,A,518.0,A,7.2,A,7.9,A
2018-06-29 04:00,24.275,A,517.75,A,7.1,A,7.9,A
2018-06-29 05:00,24.075,A,517.0,A,7.1,A,7.9,A
2018-06-29 06:00,23.8,A,517.0,A,7.15,A,7.9,A
2018-06-29 07:00,23.55,A,517.0,A,7.2,A,7.875000000000001,A
2018-06-29 08:00,23.375,A,517.0,A,7.2,A,7.825,A
2018-06-29 09:00,23.225,A,517.0,A,7.275,A,7.875000000000001,A
2018-06-29 10:00,23.125,A,517.5,A,7.3,A,7.85,A
2018-06-29 11:00,23.0,A,517.0,A,7.425000000000002,A,7.9,A
2018-06-29 12:00,23.0,A,516.75,A,7.6,A,7.9,A
2018-06-29 13:00,23.025,A,516.25,A,7.85,A,7.9,A
2018-06-29 14:00,23.2,A,515.5,A,8.2,A,7.925000000000002,A
2018-06-29 15:00,23.575,A,515.0,A,8.55,A,8.0,A
2018-06-29 16:00,24.025,A,514.75,A,8.8,A,8.0,A
2018-06-29 17:00,24.55,A,514.25,A,8.9,A,8.05,A
2018-06-29 18:00,25.05,A,515.0,A,8.9,A,8.1,A
2018-06-29 19:00,25.450000000000006,A,514.25,A,8.775,A,8.1,A
2018-06-29 20:00,25.85,A,515.0,A,8.6,A,8.1,A
2018-06-29 21:00,26.1,A,515.75,A,8.3,A,8.1,A
2018-06-29 22:00,26.2,A,514.0,A,7.975,A,8.025,A
2018-06-29 23:00,26.2,A,513.5,A,7.699999999999998,A,8.0,A
2018-06-30 00:00,26.225,A,512.5,A,7.4,A,8.0,A
2018-06-30 01:00,26.175,A,511.0,A,7.125,A,7.975,A
2018-06-30 02:00,25.925,A,510.5,A,6.949999999999998,A,7.9,A
2018-06-30 03:00,25.625,A,510.75,A,6.825,A,7.9,A
2018-06-30 04:00,25.325,A,509.75,A,6.75,A,7.9,A
2018-06-30 05:00,25.075,A,508.5,A,6.7,A,7.875000000000001,A
2018-06-30 06:00,24.8,A,506.5,A,6.7,A,7.825,A
2018-06-30 07:00,24.6,A,504.75,A,6.7,A,7.8,A
2018-06-30 08:00,24.4,A,503.0,A,6.75,A,7.8,A
2018-06-30 09:00,24.15,A,503.0,A,6.8,A,7.8,A
2018-06-30 10:00,23.9,A,503.75,A,6.85,A,7.8,A
2018-06-30 11:00,23.700000000000006,A,504.5,A,6.975,A,7.8,A
2018-06-30 12:00,23.6,A,505.75,A,7.124999999999999,A,7.8,A
2018-06-30 13:00,23.65,A,506.75,A,7.375,A,7.875,A
2018-06-30 14:00,23.950000000000006,A,507.0,A,7.799999999999999,A,7.9,A
2018-06-30 15:00,24.450000000000006,A,506.5,A,8.15,A,7.925000000000002,A
2018-06-30 16:00,24.975,A,507.25,A,8.4,A,8.0,A
2018-06-30 17:00,25.300000000000004,A,507.25,A,8.425,A,8.0,A
2018-06-30 18:00,25.775,A,507.0,A,8.5,A,8.0,A
2018-06-30 19:00,26.325000000000006,A,506.25,A,8.5,A,8.05,A
2018-06-30 20:00,26.75,A,506.0,A,8.399999999999999,A,8.1,A
2018-06-30 21:00,27.125,A,506.0,A,8.25,A,8.1,A
2018-06-30 22:00,27.2,A,505.5,A,7.95,A,8.05,A
2018-06-30 23:00,27.125,A,505.75,A,7.45,A,8.0,A
2018-07-01 00:00,27.025,A,505.75,A,7.125,A,8.0,A
2018-07-01 01:00,26.825,A,505.0,A,6.825,A,7.925000000000002,A
2018-07-01 02:00,26.575,A,504.0,A,6.625,A,7.9,A
2018-07-01 03:00,26.325,A,504.75,A,6.525,A,7.9,A
2018-07-01 04:00,26.1,A,504.75,A,6.425000000000002,A,7.825,A
2018-07-01 05:00,25.85,A,506.0,A,6.4,A,7.8,A
2018-07-01 06:00,25.6,A,505.25,A,6.4,A,7.8,A
2018-07-01 07:00,25.4,A,504.25,A,6.4,A,7.8,A
2018-07-01 08:00,25.200000000000006,A,504.0,A,6.475,A,7.8,A
2018-07-01 09:00,25.025,A,503.0,A,6.5,A,7.8,A
2018-07-01 10:00,24.85,A,502.0,A,6.525,A,7.8,A
