DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm,DO_mgL,Flag_DO_mgL,pH,Flag_pH,Turb_FNU,Flag_Turb_FNU
2011-11-01 04:00,8.95,A,,,,,,,,
2011-11-01 05:00,8.549999999999999,A,,,,,,,,
2011-11-01 06:00,8.225,A,,,,,,,,
2011-11-01 07:00,7.925,A,,,,,,,,
2011-11-01 08:00,7.625,A,,,,,,,,
2011-11-01 09:00,7.375,A,,,,,,,,
2011-11-01 10:00,7.2,A,,,,,,,,
2011-11-01 11:00,6.866666666666667,A,,,,,,,,
2011-11-01 12:00,6.75,A,,,,,,,,
2011-11-01 13:00,6.7250000000000005,A,,,,,,,,
2011-11-01 14:00,7.074999999999998,A,,,,,,,,
2011-11-01 15:00,8.15,A,,,,,,,,
2011-11-01 16:00,9.2,A,,,,,,,,
2011-11-01 17:00,10.175,A,,,,,,,,
2011-11-01 18:00,10.866666666666667,A,,,,,,,,
2011-11-01 19:00,11.8,A,,,,,,,,
2011-11-01 21:00,11.65,A,,,,,,,,
2011-11-01 22:00,11.25,A,,,,,,,,
2011-11-01 23:00,10.7,A,,,,,,,,
2011-11-02 00:00,10.2,A,,,,,,,,
2011-11-02 01:00,9.7,A,,,,,,,,
2011-11-02 02:00,9.2,A,,,,,,,,
2011-11-02 03:00,8.75,A,,,,,,,,
2011-11-02 04:00,8.35,A,958.75,A,11.125,A,8.2,A,,
2011-11-02 05:00,8.049999999999999,A,958.0,A,11.275,A,8.2,A,,
2011-11-02 06:00,7.75,A,957.5,A,11.35,A,8.2,A,,
2011-11-02 07:00,7.475,A,959.25,A,11.45,A,8.2,A,,
2011-11-02 08:00,7.199999999999998,A,961.0,A,11.55,A,8.2,A,,
2011-11-02 09:00,7.0,A,964.0,A,11.625,A,8.2,A,,
2011-11-02 10:00,6.8,A,967.0,A,11.7,A,8.2,A,,
2011-11-02 11:00,6.625,A,970.0,A,11.8,A,8.2,A,,
2011-11-02 12:00,6.5,A,972.25,A,12.125000000000002,A,8.225,A,,
2011-11-02 13:00,6.575,A,967.25,A,13.85,A,8.375,A,,
2011-11-02 14:00,7.450000000000001,A,953.0,A,16.25,A,8.55,A,,
2011-11-02 15:00,8.5,A,940.0,A,17.7,A,8.7,A,,
2011-11-02 16:00,9.7,A,916.0,A,18.5,A,8.8,A,,
2011-11-02 17:00,11.075,A,859.5,A,19.075000000000006,A,9.1,A,,
2011-11-02 18:00,12.066666666666668,A,815.6666666666665,A,18.733333333333327,A,9.233333333333333,A,,
2011-11-02 19:00,12.475,A,791.0,A,18.225,A,9.325,A,,
2011-11-02 20:00,12.525,A,769.75,A,17.35,A,9.4,A,,
2011-11-02 21:00,12.45,A,756.5,A,16.425,A,9.4,A,,
2011-11-02 22:00,12.175,A,754.25,A,14.05,A,9.35,A,,
2011-11-02 23:00,11.55,A,775.25,A,11.3,A,9.1,A,,
2011-11-03 00:00,10.975,A,805.75,A,10.575,A,8.875,A,,
2011-11-03 01:00,10.475,A,835.75,A,10.4,A,8.625,A,,
2011-11-03 02:00,10.05,A,873.0,A,10.4,A,8.399999999999999,A,,
2011-11-03 03:00,9.65,A,913.0,A,10.5,A,8.25,A,,
2011-11-03 04:00,9.3,A,933.75,A,10.65,A,8.2,A,,
2011-11-03 05:00,8.975,A,942.75,A,10.724999999999998,A,8.2,A,,
2011-11-03 06:00,8.725,A,948.5,A,10.825,A,8.2,A,,
2011-11-03 07:00,8.475,A,953.5,A,10.9,A,8.2,A,,
2011-11-03 08:00,8.2,A,957.0,A,10.975,A,8.2,A,,
2011-11-03 09:00,7.949999999999998,A,960.25,A,11.05,A,8.2,A,,
2011-11-03 10:00,7.774999999999999,A,962.75,A,11.1,A,8.2,A,,
2011-11-03 11:00,7.6,A,964.75,A,11.15,A,8.2,A,,
2011-11-03 12:00,7.35,A,966.5,A,11.4,A,8.2,A,,
2011-11-03 13:00,7.4,A,965.75,A,13.35,A,8.275,A,,
2011-11-03 14:00,8.1,A,944.5,A,16.675,A,8.600000000000001,A,,
2011-11-03 15:00,9.0,A,914.5,A,18.425,A,8.775,A,,
2011-11-03 16:00,9.5,A,900.0,A,19.0,A,8.9,A,,
2011-11-03 17:00,9.966666666666667,A,766.3333333333335,A,15.1,A,9.0,A,,
2011-11-03 18:00,11.3,A,531.5,A,9.1,A,8.425,A,,
2011-11-03 19:00,11.95,A,379.75,A,8.675,A,7.775,A,,
2011-11-03 20:00,11.575,A,417.0,A,9.725,A,7.8,A,,
2011-11-03 21:00,12.1,A,399.25,A,9.925,A,7.875,A,,
2011-11-03 22:00,13.975,A,447.25,A,7.899999999999999,A,7.675000000000002,A,,
2011-11-03 23:00,13.975,A,490.75,A,7.399999999999999,A,7.6,A,,
2011-11-04 00:00,12.2,A,403.0,A,9.675,A,7.85,A,,
2011-11-04 01:00,11.825,A,324.25,A,10.2,A,7.925000000000002,A,,
2011-11-04 02:00,11.525,A,239.75,A,10.75,A,7.9,A,,
2011-11-04 03:00,11.5,A,213.5,A,10.825,A,7.9,A,,
2011-11-04 04:00,11.5,A,223.0,A,10.85,A,7.9,A,,
2011-11-04 05:00,11.7,A,261.75,A,10.625,A,7.9,A,,
2011-11-04 06:00,11.9,A,299.5,A,10.475,A,7.9,A,,
2011-11-04 07:00,12.1,A,340.0,A,10.375,A,7.9,A,,
2011-11-04 08:00,12.225,A,379.0,A,10.25,A,7.925000000000002,A,,
2011-11-04 09:00,12.3,A,405.0,A,10.2,A,7.925000000000002,A,,
2011-11-04 10:00,12.275,A,425.0,A,10.35,A,8.0,A,,
2011-11-04 11:00,12.275,A,447.25,A,10.2,A,8.0,A,,
2011-11-04 12:00,12.525,A,480.5,A,10.0,A,7.975,A,,
2011-11-04 13:00,12.6,A,506.25,A,9.633333333333333,A,8.0,A,,
2011-11-04 14:00,11.975,A,497.5,A,10.4,A,8.125,A,,
2011-11-04 15:00,11.724999999999998,A,491.75,A,11.2,A,8.275,A,,
2011-11-04 16:00,12.05,A,501.75,A,11.7,A,8.325000000000001,A,,
2011-11-04 17:00,12.5,A,512.25,A,12.025000000000002,A,8.4,A,,
2011-11-04 18:00,12.925,A,520.0,A,12.2,A,8.475,A,,
2011-11-04 19:00,13.1,A,528.75,A,11.9,A,8.5,A,,
2011-11-04 20:00,12.85,A,537.25,A,11.275000000000002,A,8.5,A,,
2011-11-04 21:00,12.400000000000002,A,547.0,A,11.225,A,8.475,A,,
2011-11-04 22:00,11.85,A,559.75,A,10.825,A,8.375,A,,
2011-11-04 23:00,11.225,A,572.75,A,10.45,A,8.3,A,,
2011-11-05 00:00,10.675,A,584.75,A,10.5,A,8.3,A,,
2011-11-05 01:00,10.3,A,594.75,A,10.6,A,8.2,A,,
2011-11-05 02:00,10.025,A,601.0,A,10.6,A,8.2,A,,
2011-11-05 03:00,9.65,A,607.5,A,10.525,A,8.2,A,,
2011-11-05 04:00,9.275,A,617.25,A,10.5,A,8.2,A,,
2011-11-05 05:00,8.975,A,628.0,A,10.525,A,8.15,A,,
2011-11-05 06:00,8.8,A,633.0,A,10.7,A,8.1,A,,
