DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm,DO_mgL,Flag_DO_mgL,pH,Flag_pH
2013-04-05 05:00,0.6,A,841.0,A,11.125,A,8.1,A
2013-04-05 06:00,0.6,A,840.75,A,11.2,A,8.1,A
2013-04-05 07:00,0.6,A,838.5,A,11.2,A,8.1,A
2013-04-05 08:00,0.6,A,835.5,A,11.275,A,8.1,A
2013-04-05 09:00,0.5,A,832.5,A,11.3,A,8.1,A
2013-04-05 10:00,0.475,A,829.25,A,11.375,A,8.1,A
2013-04-05 11:00,0.375,A,825.75,A,11.425,A,8.1,A
2013-04-05 12:00,0.25,A,822.5,A,11.475,A,8.1,A
2013-04-05 13:00,0.15,A,818.5,A,11.575,A,8.1,A
2013-04-05 14:00,0.1,A,815.0,A,11.6,A,8.1,A
2013-04-05 15:00,0.1,A,811.75,A,11.45,A,8.1,A
2013-04-05 16:00,0.125,A,808.25,A,11.45,A,8.1,A
2013-04-05 17:00,0.2,A,802.5,A,11.625,A,8.1,A
2013-04-05 18:00,0.4499999999999999,A,795.0,A,11.675,A,8.1,A
2013-04-05 19:00,0.775,A,788.5,A,11.725,A,8.1,A
2013-04-05 20:00,1.075,A,782.0,A,11.7,A,8.1,A
2013-04-05 21:00,1.475,A,777.25,A,11.475,A,8.1,A
2013-04-05 22:00,1.725,A,773.25,A,11.6,A,8.1,A
2013-04-05 23:00,1.8,A,771.25,A,11.525,A,8.1,A
2013-04-06 00:00,1.8,A,769.5,A,11.525,A,8.1,A
2013-04-06 01:00,1.8,A,768.5,A,11.225,A,8.1,A
2013-04-06 02:00,1.6749999999999998,A,767.25,A,11.3,A,8.1,A
2013-04-06 03:00,1.6,A,766.0,A,10.875,A,8.1,A
2013-04-06 04:00,1.5,A,764.75,A,11.124999999999998,A,8.1,A
2013-04-06 05:00,1.4500000000000002,A,763.25,A,11.3,A,8.1,A
2013-04-06 06:00,1.35,A,765.0,A,11.35,A,8.1,A
2013-04-06 07:00,1.225,A,767.25,A,11.475,A,8.1,A
2013-04-06 08:00,1.15,A,768.25,A,11.4,A,8.1,A
2013-04-06 09:00,1.0750000000000002,A,769.0,A,11.35,A,8.1,A
2013-04-06 10:00,1.0,A,769.25,A,11.35,A,8.1,A
2013-04-06 11:00,0.9,A,770.25,A,11.6,A,8.1,A
2013-04-06 12:00,0.8,A,772.0,A,11.6,A,8.1,A
2013-04-06 13:00,0.8,A,773.25,A,11.525,A,8.1,A
2013-04-06 14:00,0.85,A,774.0,A,11.349999999999998,A,8.1,A
2013-04-06 15:00,1.1,A,773.0,A,11.075,A,8.125,A
2013-04-06 16:00,1.35,A,772.0,A,10.925,A,8.125,A
2013-04-06 17:00,1.375,A,773.0,A,10.675,A,8.125,A
2013-04-06 18:00,1.625,A,774.5,A,10.75,A,8.1,A
2013-04-06 19:00,1.875,A,777.75,A,10.7,A,8.125,A
2013-04-06 20:00,2.225,A,781.25,A,10.833333333333336,A,8.125,A
2013-04-06 21:00,2.375,A,785.25,A,10.925,A,8.125,A
2013-04-06 22:00,2.475,A,786.75,A,10.966666666666667,A,8.125,A
2013-04-06 23:00,2.5,A,788.0,A,10.725,A,8.1,A
2013-04-07 00:00,2.475,A,790.25,A,10.75,A,8.1,A
2013-04-07 01:00,2.375,A,792.75,A,10.85,A,8.1,A
2013-04-07 02:00,2.2,A,794.25,A,10.825,A,8.1,A
2013-04-07 03:00,2.125,A,796.0,A,10.9,A,8.125,A
2013-04-07 04:00,2.1,A,797.75,A,10.975,A,8.174999999999999,A
2013-04-18 05:00,4.45,A,1170.0,A,11.0,A,8.2,A
2013-04-18 06:00,4.025,A,1170.0,A,10.849999999999998,A,8.2,A
2013-04-18 07:00,3.6,A,1170.0,A,11.025,A,8.2,A
2013-04-18 08:00,3.15,A,1170.0,A,11.2,A,8.2,A
2013-04-18 09:00,2.675,A,1172.5,A,11.275000000000002,A,8.2,A
2013-04-18 10:00,2.375,A,1180.0,A,11.3,A,8.2,A
2013-04-18 11:00,2.1,A,1180.0,A,11.225,A,8.2,A
2013-04-18 12:00,1.8,A,1185.0,A,11.125,A,8.2,A
2013-04-18 13:00,1.625,A,1192.5,A,11.224999999999998,A,8.2,A
2013-04-18 14:00,1.775,A,1197.5,A,11.4,A,8.2,A
2013-04-18 15:00,2.4000000000000004,A,1202.5,A,11.575,A,8.3,A
2013-04-18 16:00,3.225,A,1210.0,A,11.65,A,8.3,A
2013-04-18 17:00,4.25,A,1210.0,A,11.625,A,8.3,A
2013-04-18 18:00,5.325,A,1220.0,A,11.65,A,8.3,A
2013-04-18 19:00,6.425,A,1220.0,A,11.475,A,8.3,A
