DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm,DO_mgL,Flag_DO_mgL,pH,Flag_pH,Turb_FNU,Flag_Turb_FNU
2023-10-27 15:00,24.0,P,1310.0,P,6.5,P,6.8,P,13.4,P
2023-10-27 16:00,24.0,P,1310.0,P,6.5,P,6.8,P,13.2,P
2023-10-27 17:00,24.0,P,1310.0,P,6.5,P,6.8,P,13.55,P
2023-10-27 18:00,24.15,P,1310.0,P,6.6,P,6.8,P,13.1,P
2023-10-27 19:00,24.1,P,1310.0,P,6.45,P,6.8,P,13.25,P
2023-10-27 20:00,24.2,P,1310.0,P,6.6,P,6.8,P,13.0,P
2023-10-27 21:00,24.3,P,1310.0,P,6.6,P,6.8,P,12.9,P
2023-10-27 22:00,24.25,P,1310.0,P,6.4,P,6.75,P,12.75,P
2023-10-27 23:00,24.4,P,1310.0,P,6.4,P,6.7,P,12.1,P
2023-10-28 00:00,24.55,P,1310.0,P,6.5,P,6.7,P,11.5,P
2023-10-28 01:00,24.5,P,1310.0,P,6.300000000000002,P,6.65,P,11.45,P
2023-10-28 02:00,24.5,P,1310.0,P,6.25,P,6.6,P,11.55,P
2023-10-28 03:00,24.5,P,1310.0,P,6.1,P,6.6,P,11.35,P
2023-10-28 04:00,24.5,P,1310.0,P,5.95,P,6.6,P,11.2,P
2023-10-28 05:00,24.5,P,1310.0,P,5.8,P,6.6,P,10.75,P
2023-10-28 06:00,24.4,P,1310.0,P,5.6,P,6.6,P,10.6,P
2023-10-28 07:00,24.4,P,1310.0,P,5.45,P,6.6,P,10.35,P
2023-10-28 08:00,24.4,P,1310.0,P,5.3,P,6.6,P,9.95,P
2023-10-28 09:00,24.4,P,1310.0,P,5.25,P,6.55,P,10.3,P
2023-10-28 10:00,24.4,P,1310.0,P,5.35,P,6.6,P,10.35,P
2023-10-28 11:00,24.4,P,1310.0,P,5.4,P,6.6,P,9.9,P
2023-10-28 12:00,24.3,P,1310.0,P,5.35,P,6.6,P,10.15,P
2023-10-28 13:00,24.3,P,1310.0,P,5.25,P,6.6,P,10.65,P
2023-10-28 14:00,24.3,P,1310.0,P,5.2,P,6.6,P,11.0,P
2023-10-28 15:00,24.3,P,1310.0,P,5.35,P,6.6,P,10.6,P
2023-10-28 16:00,24.3,P,1310.0,P,5.3,P,6.6,P,10.9,P
2023-10-28 17:00,24.35,P,1310.0,P,5.25,P,6.6,P,10.4,P
2023-10-28 18:00,24.4,P,1310.0,P,5.35,P,6.6,P,10.55,P
2023-10-28 19:00,24.4,P,1310.0,P,5.35,P,6.6,P,10.1,P
2023-10-28 20:00,24.45,P,1310.0,P,5.4,P,6.55,P,10.2,P
2023-10-28 21:00,24.4,P,1310.0,P,5.3,P,6.6,P,9.85,P
2023-10-28 22:00,24.4,P,1310.0,P,5.15,P,6.5,P,10.05,P
2023-10-28 23:00,24.6,P,1310.0,P,5.85,P,6.6,P,10.0,P
2023-10-29 00:00,24.6,P,1310.0,P,5.800000000000002,P,6.6,P,9.9,P
2023-10-29 01:00,24.6,P,1310.0,P,5.65,P,6.6,P,9.75,P
2023-10-29 02:00,24.5,P,1310.0,P,5.35,P,6.6,P,9.55,P
2023-10-29 03:00,24.65,P,1310.0,P,5.65,P,6.6,P,9.2,P
2023-10-29 04:00,24.6,P,1310.0,P,5.6,P,6.6,P,9.1,P
2023-10-29 05:00,24.6,P,1310.0,P,5.5,P,6.6,P,9.0,P
2023-10-29 06:00,24.6,P,1310.0,P,5.35,P,6.5,P,8.95,P
2023-10-29 07:00,24.6,P,1310.0,P,5.25,P,6.5,P,8.9,P
2023-10-29 08:00,24.6,P,1310.0,P,5.05,P,6.5,P,7.8,P
2023-10-29 09:00,24.6,P,1310.0,P,5.1,P,6.5,P,9.2,P
2023-10-29 10:00,24.5,P,1310.0,P,5.0,P,6.5,P,8.75,P
2023-10-29 11:00,24.5,P,1310.0,P,4.95,P,6.5,P,8.6,P
2023-10-29 12:00,24.4,P,1310.0,P,4.8,P,6.5,P,8.6,P
2023-10-29 13:00,24.5,P,1310.0,P,4.8,P,6.5,P,9.0,P
2023-10-29 14:00,24.4,P,1310.0,P,4.75,P,6.5,P,9.2,P
2023-10-29 15:00,24.55,P,1310.0,P,4.9,P,6.5,P,8.899999999999997,P
2023-10-29 16:00,24.55,P,1310.0,P,4.9,P,6.5,P,8.8,P
2023-10-29 17:00,24.6,P,1310.0,P,4.85,P,6.5,P,8.899999999999997,P
2023-10-29 18:00,24.6,P,1310.0,P,4.85,P,6.5,P,8.7,P
2023-10-29 19:00,24.65,P,1310.0,P,4.85,P,6.5,P,8.7,P
2023-10-29 20:00,24.7,P,1310.0,P,5.0,P,6.5,P,8.05,P
2023-10-29 21:00,24.7,P,1310.0,P,4.9,P,6.5,P,8.0,P
2023-10-29 22:00,24.6,P,1310.0,P,4.75,P,6.5,P,8.5,P
2023-10-29 23:00,24.75,P,1310.0,P,5.199999999999998,P,6.5,P,8.3,P
2023-10-30 00:00,24.75,P,1310.0,P,5.1,P,6.5,P,8.35,P
2023-10-30 01:00,24.8,P,1310.0,P,5.15,P,6.5,P,8.25,P
2023-10-30 02:00,24.75,P,1310.0,P,5.05,P,6.5,P,8.15,P
2023-10-30 03:00,24.7,P,1310.0,P,4.85,P,6.5,P,8.05,P
2023-10-30 04:00,24.7,P,1310.0,P,5.0,P,6.5,P,8.0,P
2023-10-30 05:00,24.75,P,1310.0,P,5.0,P,6.5,P,7.800000000000002,P
2023-10-30 06:00,24.8,P,1310.0,P,4.8,P,6.5,P,7.699999999999998,P
2023-10-30 07:00,24.7,P,1310.0,P,4.55,P,6.5,P,7.65,P
