DateTime,WTemp_C,Flag_WTemp_C,SpC_uScm,Flag_SpC_uScm
2013-03-30 06:00,5.725,A,704.0,A
2013-03-30 07:00,5.7,A,706.25,A
2013-03-30 08:00,5.675,A,708.0,A
2013-03-30 09:00,5.675000000000002,A,709.75,A
2013-03-30 10:00,5.625,A,711.75,A
2013-03-30 11:00,5.6,A,712.25,A
2013-03-30 12:00,5.85,A,713.0,A
2013-03-30 13:00,6.525,A,713.0,A
2013-03-30 14:00,7.274999999999999,A,711.5,A
2013-03-30 15:00,8.65,A,709.25,A
2013-03-30 16:00,9.65,A,711.75,A
2013-03-30 17:00,10.125,A,711.0,A
2013-03-30 18:00,10.1,A,709.25,A
2013-03-30 19:00,10.625,A,709.0,A
2013-03-30 20:00,10.65,A,707.75,A
2013-03-30 21:00,10.1,A,707.0,A
2013-03-30 22:00,9.6,A,706.25,A
2013-03-30 23:00,8.975000000000003,A,705.5,A
2013-03-31 00:00,8.549999999999999,A,706.0,A
2013-03-31 01:00,8.3,A,708.75,A
2013-03-31 02:00,8.174999999999999,A,711.0,A
2013-03-31 03:00,8.1,A,714.0,A
2013-03-31 04:00,8.025,A,715.75,A
2013-03-31 05:00,8.0,A,716.0,A
2013-03-31 06:00,8.0,A,716.5,A
2013-03-31 07:00,8.0,A,717.0,A
2013-03-31 08:00,8.0,A,717.75,A
2013-03-31 09:00,7.949999999999998,A,719.25,A
2013-03-31 10:00,7.9,A,719.5,A
2013-03-31 11:00,7.774999999999999,A,720.25,A
2013-03-31 12:00,7.624999999999999,A,723.25,A
2013-03-31 13:00,7.649999999999999,A,725.0,A
2013-03-31 14:00,7.925,A,725.0,A
2013-03-31 15:00,8.875,A,723.75,A
2013-03-31 16:00,10.2,A,723.5,A
2013-03-31 17:00,11.375,A,724.5,A
2013-03-31 18:00,11.925,A,740.25,A
2013-03-31 19:00,11.4,A,736.0,A
2013-03-31 20:00,11.2,A,736.0,A
2013-03-31 21:00,10.9,A,742.25,A
2013-03-31 22:00,9.575,A,741.25,A
2013-03-31 23:00,8.65,A,745.75,A
2013-04-01 00:00,7.975,A,751.5,A
2013-04-01 01:00,7.35,A,761.75,A
2013-04-01 02:00,6.875,A,764.0,A
2013-04-01 03:00,6.75,A,763.25,A
2013-04-01 04:00,6.65,A,764.25,A
2013-04-01 05:00,6.574999999999998,A,767.0,A
2013-04-01 06:00,6.275,A,768.5,A
2013-04-01 07:00,6.15,A,768.0,A
2013-04-01 08:00,6.074999999999998,A,769.25,A
2013-04-01 09:00,5.975,A,770.75,A
2013-04-01 10:00,5.9,A,772.5,A
2013-04-01 11:00,5.775,A,774.25,A
2013-04-01 12:00,5.85,A,775.0,A
2013-04-01 13:00,5.8,A,777.5,A
2013-04-01 14:00,6.25,A,780.5,A
2013-04-01 15:00,7.449999999999998,A,784.0,A
2013-04-01 16:00,8.724999999999998,A,784.25,A
2013-04-01 17:00,9.95,A,784.0,A
2013-04-01 18:00,10.625,A,785.5,A
2013-04-01 19:00,10.525,A,789.5,A
2013-04-01 20:00,10.175,A,787.75,A
2013-04-01 21:00,9.65,A,787.75,A
2013-04-01 22:00,8.299999999999999,A,791.5,A
2013-04-01 23:00,7.225,A,796.75,A
2013-04-02 00:00,6.65,A,802.25,A
2013-04-02 01:00,6.3,A,806.5,A
2013-04-02 02:00,6.175000000000002,A,809.5,A
2013-04-02 03:00,6.0,A,811.5,A
2013-04-02 04:00,5.9,A,813.25,A
2013-04-02 05:00,5.8500000000000005,A,815.25,A
2013-04-02 06:00,5.65,A,818.0,A
2013-04-02 07:00,5.6,A,820.0,A
2013-04-02 08:00,5.449999999999998,A,821.5,A
2013-04-02 09:00,5.4,A,824.0,A
2013-04-02 10:00,5.325,A,825.75,A
2013-04-02 11:00,5.15,A,827.25,A
2013-04-02 12:00,5.300000000000002,A,827.25,A
2013-04-02 13:00,5.6,A,827.75,A
2013-04-02 14:00,6.175000000000002,A,826.25,A
2013-04-02 15:00,7.475,A,826.25,A
2013-04-02 16:00,8.875,A,825.5,A
2013-04-02 17:00,9.9,A,824.75,A
2013-04-02 18:00,10.425,A,826.5,A
2013-04-02 19:00,10.55,A,826.75,A
2013-04-02 20:00,10.475,A,826.25,A
2013-04-02 21:00,9.675,A,826.5,A
2013-04-02 22:00,8.625,A,829.5,A
2013-04-02 23:00,7.575,A,832.25,A
2013-04-03 00:00,6.9750000000000005,A,837.0,A
2013-04-03 01:00,6.525,A,842.75,A
2013-04-03 02:00,6.025,A,846.75,A
2013-04-03 03:00,5.675000000000002,A,848.25,A
2013-04-03 04:00,5.55,A,850.75,A
2013-04-03 05:00,5.325,A,852.5,A
2013-04-03 06:00,5.175000000000002,A,854.5,A
2013-04-03 07:00,5.074999999999998,A,855.0,A
2013-04-03 08:00,5.0,A,856.0,A
2013-04-03 09:00,4.925000000000002,A,857.5,A
2013-04-03 10:00,4.825,A,860.0,A
2013-04-03 11:00,4.824999999999998,A,860.5,A
2013-04-03 12:00,5.199999999999998,A,858.5,A
2013-04-03 13:00,5.800000000000002,A,857.25,A
2013-04-03 14:00,6.574999999999998,A,855.0,A
2013-04-03 15:00,7.949999999999998,A,852.25,A
2013-04-03 16:00,9.375,A,851.5,A
2013-04-03 17:00,10.425,A,852.25,A
2013-04-03 18:00,11.125,A,851.75,A
2013-04-03 19:00,11.25,A,851.75,A
2013-04-03 20:00,10.95,A,849.75,A
2013-04-03 21:00,10.3,A,848.25,A
2013-04-03 22:00,8.975000000000003,A,850.25,A
2013-04-03 23:00,7.875,A,851.25,A
2013-04-04 00:00,7.1000000000000005,A,854.5,A
2013-04-04 01:00,6.375,A,859.0,A
2013-04-04 02:00,5.95,A,865.0,A
2013-04-04 03:00,5.725,A,866.75,A
2013-04-04 04:00,5.525,A,867.25,A
2013-04-04 05:00,5.449999999999998,A,868.75,A
2013-04-04 06:00,5.4,A,869.75,A
2013-04-04 07:00,5.3,A,871.0,A
2013-04-04 08:00,5.275,A,871.75,A
2013-04-04 09:00,5.2,A,872.75,A
2013-04-04 10:00,5.15,A,873.5,A
2013-04-04 11:00,5.1,A,874.0,A
2013-04-04 12:00,5.45,A,872.25,A
2013-04-04 13:00,6.1000000000000005,A,869.75,A
2013-04-04 14:00,6.975,A,867.25,A
2013-04-04 15:00,8.4,A,864.75,A
2013-04-04 16:00,9.825,A,864.0,A
2013-04-04 17:00,10.95,A,864.0,A
2013-04-04 18:00,11.625,A,863.3333333333335,A
2013-04-04 19:00,11.875,A,862.6666666666665,A
2013-04-04 20:00,11.775000000000002,A,859.75,A
2013-04-04 21:00,11.175,A,856.0,A
2013-04-04 22:00,10.075,A,858.25,A
2013-04-04 23:00,9.025,A,862.5,A
2013-04-05 00:00,8.3,A,863.6666666666665,A
2013-04-05 01:00,7.6,A,864.75,A
2013-04-05 02:00,7.025,A,865.75,A
2013-04-05 03:00,6.75,A,873.0,A
2013-04-05 04:00,6.6,A,875.0,A
2013-04-05 05:00,6.575,A,875.0,A
